group,Source,Record.Type,ID,species,spp,Latitude,Longitude,Collector,Date collected,Sex,Data.Resource.Name
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,5805,laevis,Aipysurus laevis laevis,-12.20133,122.96166,,2004-10-20,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,5814,laevis,Aipysurus laevis laevis,-12.1365,123.187,,2004-10-20,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,5816,laevis,Aipysurus laevis laevis,-12.13733,123.1805,,2004-10-20,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,5816,laevis,Aipysurus laevis laevis,-12.13733,123.1805,,2004-10-20,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6295,laevis,Aipysurus laevis laevis,-14.1067,121.8937,,2007-09-03,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6331,laevis,Aipysurus laevis laevis,-14.05822,121.9343,,2007-08-30,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6352,laevis,Aipysurus laevis laevis,-14.04998,121.9304,,2007-09-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6360,laevis,Aipysurus laevis laevis,-14.05532,121.84493,,2007-09-02,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6363,laevis,Aipysurus laevis laevis,-14.0661,121.8645,,2007-08-29,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6367,laevis,Aipysurus laevis laevis,-14.06615,121.86457,,2007-09-01,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6370,laevis,Aipysurus laevis laevis,-14.06705,121.88555,,2007-08-29,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6371,laevis,Aipysurus laevis laevis,-14.0655,121.88838,,2007-08-29,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6375,laevis,Aipysurus laevis laevis,-14.0655,121.88847,,2007-09-01,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6376,laevis,Aipysurus laevis laevis,-14.06363,121.89095,,2007-09-01,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6619,laevis,Aipysurus laevis laevis,-14.056292,121.935801,,2008-01-22,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6637,laevis,Aipysurus laevis laevis,-14.058215,121.839899,,2008-01-11,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6639,laevis,Aipysurus laevis laevis,-14.055261,121.844826,,2008-01-11,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6646,laevis,Aipysurus laevis laevis,-14.064668,121.867259,,2008-01-14,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6650,laevis,Aipysurus laevis laevis,-14.064626,121.867248,,2008-01-21,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6654,laevis,Aipysurus laevis laevis,-14.063874,121.890943,,2008-01-13,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6655,laevis,Aipysurus laevis laevis,-14.065517,121.888435,,2008-01-13,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6656,laevis,Aipysurus laevis laevis,-14.067121,121.885591,,2008-01-13,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,6661,laevis,Aipysurus laevis laevis,-14.074476,121.909682,,2008-01-13,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7754,laevis,Aipysurus laevis laevis,-12.551729,124.028779,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7755,laevis,Aipysurus laevis laevis,-12.550051,124.030429,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7756,laevis,Aipysurus laevis laevis,-12.548305,124.027713,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7757,laevis,Aipysurus laevis laevis,-12.545717,124.027771,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7759,laevis,Aipysurus laevis laevis,-12.544494,124.022375,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7761,laevis,Aipysurus laevis laevis,-12.538094,124.047378,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7762,laevis,Aipysurus laevis laevis,-12.537808,124.043056,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7764,laevis,Aipysurus laevis laevis,-12.545125,124.045701,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7764,laevis,Aipysurus laevis laevis,-12.545125,124.045701,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7764,laevis,Aipysurus laevis laevis,-12.545125,124.045701,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7768,laevis,Aipysurus laevis laevis,-12.542821,124.025254,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7775,laevis,Aipysurus laevis laevis,-12.545864,124.042147,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7779,laevis,Aipysurus laevis laevis,-12.550224,124.043985,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7782,laevis,Aipysurus laevis laevis,-12.546876,124.034801,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7783,laevis,Aipysurus laevis laevis,-12.544648,124.032501,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7784,laevis,Aipysurus laevis laevis,-12.553165,124.030515,,2011-03-26,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7786,laevis,Aipysurus laevis laevis,-12.565529,123.99977,,2011-03-28,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7788,laevis,Aipysurus laevis laevis,-12.567654,124.004054,,2011-03-28,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7788,laevis,Aipysurus laevis laevis,-12.567654,124.004054,,2011-03-28,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7789,laevis,Aipysurus laevis laevis,-12.565239,124.005656,,2011-03-28,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7790,laevis,Aipysurus laevis laevis,-12.567536,124.010039,,2011-03-28,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7798,laevis,Aipysurus laevis laevis,-12.562473,124.00724,,2011-03-28,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7801,laevis,Aipysurus laevis laevis,-12.561157,124.001348,,2011-03-28,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7804,laevis,Aipysurus laevis laevis,-12.555089,124.006139,,2011-03-28,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7806,laevis,Aipysurus laevis laevis,-12.558935,123.998917,,2011-03-28,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7807,laevis,Aipysurus laevis laevis,-12.560386,123.996735,,2011-03-28,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7810,laevis,Aipysurus laevis laevis,-13.910948,123.923526,,2011-04-05,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7811,laevis,Aipysurus laevis laevis,-13.907699,123.919769,,2011-04-05,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7815,laevis,Aipysurus laevis laevis,-13.900708,123.916386,,2011-04-05,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7817,laevis,Aipysurus laevis laevis,-13.915573,123.917459,,2011-04-05,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7818,laevis,Aipysurus laevis laevis,-13.902562,123.910441,,2011-04-05,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7819,laevis,Aipysurus laevis laevis,-13.898376,123.910781,,2011-04-05,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7820,laevis,Aipysurus laevis laevis,-13.897903,123.902146,,2011-04-05,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7821,laevis,Aipysurus laevis laevis,-13.892881,123.902996,,2011-04-05,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7824,laevis,Aipysurus laevis laevis,-13.896419,123.890939,,2011-04-05,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7824,laevis,Aipysurus laevis laevis,-13.896419,123.890939,,2011-04-05,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7832,laevis,Aipysurus laevis laevis,-13.902369,123.899146,,2011-04-05,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7846,laevis,Aipysurus laevis laevis,-13.071205,124.588142,,2011-03-18,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7866,laevis,Aipysurus laevis laevis,-12.880949,124.335389,,2011-03-22,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7870,laevis,Aipysurus laevis laevis,-12.885839,124.337505,,2011-03-22,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7872,laevis,Aipysurus laevis laevis,-12.889166,124.340307,,2011-03-22,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7876,laevis,Aipysurus laevis laevis,-12.887762,124.348222,,2011-03-21,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7882,laevis,Aipysurus laevis laevis,-13.424675,124.01179,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7885,laevis,Aipysurus laevis laevis,-13.432775,124.013897,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7886,laevis,Aipysurus laevis laevis,-13.428079,124.015705,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7888,laevis,Aipysurus laevis laevis,-13.423771,124.025343,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7892,laevis,Aipysurus laevis laevis,-13.432724,124.030916,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7893,laevis,Aipysurus laevis laevis,-13.434109,124.025466,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7900,laevis,Aipysurus laevis laevis,-13.443791,124.047938,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7900,laevis,Aipysurus laevis laevis,-13.443791,124.047938,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7901,laevis,Aipysurus laevis laevis,-13.448115,124.042474,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7902,laevis,Aipysurus laevis laevis,-13.441852,124.038884,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7905,laevis,Aipysurus laevis laevis,-13.449048,124.027301,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7906,laevis,Aipysurus laevis laevis,-13.446355,124.031078,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7907,laevis,Aipysurus laevis laevis,-13.450616,124.039197,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7909,laevis,Aipysurus laevis laevis,-13.457879,124.041031,,2011-04-07,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7915,laevis,Aipysurus laevis laevis,-13.459231,124.053454,,2011-04-12,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7919,laevis,Aipysurus laevis laevis,-13.465911,124.040402,,2011-04-12,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7924,laevis,Aipysurus laevis laevis,-13.46213,124.058209,,2011-04-12,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7925,laevis,Aipysurus laevis laevis,-13.45853,124.057307,,2011-04-12,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7941,laevis,Aipysurus laevis laevis,-13.476123,124.090562,,2011-04-12,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7972,laevis,Aipysurus laevis laevis,-12.805756,124.286999,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7973,laevis,Aipysurus laevis laevis,-12.803123,124.278248,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7975,laevis,Aipysurus laevis laevis,-12.802363,124.262939,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7976,laevis,Aipysurus laevis laevis,-12.801755,124.256075,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7983,laevis,Aipysurus laevis laevis,-12.80915,124.270284,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7984,laevis,Aipysurus laevis laevis,-12.806533,124.263258,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7984,laevis,Aipysurus laevis laevis,-12.806533,124.263258,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7984,laevis,Aipysurus laevis laevis,-12.806533,124.263258,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7986,laevis,Aipysurus laevis laevis,-12.796065,124.292558,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7987,laevis,Aipysurus laevis laevis,-12.795466,124.284676,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7990,laevis,Aipysurus laevis laevis,-12.793965,124.265242,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7990,laevis,Aipysurus laevis laevis,-12.793965,124.265242,,2011-03-23,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7995,laevis,Aipysurus laevis laevis,-12.570321,123.596344,,2011-03-27,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,7998,laevis,Aipysurus laevis laevis,-12.571225,123.603051,,2011-03-27,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8000,laevis,Aipysurus laevis laevis,-12.567431,123.600518,,2011-03-27,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8010,laevis,Aipysurus laevis laevis,-10.706439,125.954299,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8011,laevis,Aipysurus laevis laevis,-10.703215,125.956834,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8013,laevis,Aipysurus laevis laevis,-10.697111,125.953906,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8014,laevis,Aipysurus laevis laevis,-10.696924,125.949061,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8015,laevis,Aipysurus laevis laevis,-10.698083,125.944193,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8016,laevis,Aipysurus laevis laevis,-10.709082,125.94387,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8016,laevis,Aipysurus laevis laevis,-10.709082,125.94387,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8018,laevis,Aipysurus laevis laevis,-10.701318,125.935021,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8026,laevis,Aipysurus laevis laevis,-10.714787,125.940972,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8027,laevis,Aipysurus laevis laevis,-10.717057,125.938371,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8028,laevis,Aipysurus laevis laevis,-10.719318,125.943857,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8029,laevis,Aipysurus laevis laevis,-10.71267,125.947007,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8030,laevis,Aipysurus laevis laevis,-10.715207,125.952043,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8032,laevis,Aipysurus laevis laevis,-10.708237,125.960491,,2011-07-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8035,laevis,Aipysurus laevis laevis,-11.70742,125.075129,,2011-07-02,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8037,laevis,Aipysurus laevis laevis,-11.708653,125.078672,,2011-07-02,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8039,laevis,Aipysurus laevis laevis,-11.710179,125.080152,,2011-07-02,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8049,laevis,Aipysurus laevis laevis,-10.6959,126.335854,,2011-07-08,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8057,laevis,Aipysurus laevis laevis,-10.70111,126.328711,,2011-07-08,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8073,laevis,Aipysurus laevis laevis,-10.758022,126.190825,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8074,laevis,Aipysurus laevis laevis,-10.758035,126.188094,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8077,laevis,Aipysurus laevis laevis,-10.760305,126.190673,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8078,laevis,Aipysurus laevis laevis,-10.759983,126.193195,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8079,laevis,Aipysurus laevis laevis,-10.758024,126.193491,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8082,laevis,Aipysurus laevis laevis,-10.755258,126.193577,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8082,laevis,Aipysurus laevis laevis,-10.755258,126.193577,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8084,laevis,Aipysurus laevis laevis,-10.755432,126.187854,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8084,laevis,Aipysurus laevis laevis,-10.755432,126.187854,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8087,laevis,Aipysurus laevis laevis,-10.755306,126.182579,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8090,laevis,Aipysurus laevis laevis,-10.752505,126.190708,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8090,laevis,Aipysurus laevis laevis,-10.752505,126.190708,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8091,laevis,Aipysurus laevis laevis,-10.752531,126.187928,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8092,laevis,Aipysurus laevis laevis,-10.753471,126.183331,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8094,laevis,Aipysurus laevis laevis,-10.749453,126.18798,,2011-07-04,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8097,laevis,Aipysurus laevis laevis,-10.236349,127.234776,,2011-07-09,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8097,laevis,Aipysurus laevis laevis,-10.236349,127.234776,,2011-07-09,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8101,laevis,Aipysurus laevis laevis,-10.230414,127.23382,,2011-07-09,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8104,laevis,Aipysurus laevis laevis,-10.222982,127.237369,,2011-07-09,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8124,laevis,Aipysurus laevis laevis,-20.250433,118.459017,,2012-07-14,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8195,laevis,Aipysurus laevis laevis,-19.99595,118.477967,,2012-07-17,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8199,laevis,Aipysurus laevis laevis,-20.016017,118.453233,,2012-07-17,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8200,laevis,Aipysurus laevis laevis,-20.02135,118.4297,,2012-07-17,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8200,laevis,Aipysurus laevis laevis,-20.02135,118.4297,,2012-07-17,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8205,laevis,Aipysurus laevis laevis,-20.0454,118.52015,,2012-07-17,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8210,laevis,Aipysurus laevis laevis,-19.994133,118.540033,,2012-07-17,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8225,laevis,Aipysurus laevis laevis,-20.02335,118.346417,,2012-07-18,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8226,laevis,Aipysurus laevis laevis,-20.038417,118.323417,,2012-07-18,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8229,laevis,Aipysurus laevis laevis,-20.088117,118.345083,,2012-07-18,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8234,laevis,Aipysurus laevis laevis,-20.1328,118.322983,,2012-07-18,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8237,laevis,Aipysurus laevis laevis,-20.066133,118.321583,,2012-07-18,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8239,laevis,Aipysurus laevis laevis,-20.066683,118.277083,,2012-07-18,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8243,laevis,Aipysurus laevis laevis,-20.147933,118.239017,,2012-07-18,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8259,laevis,Aipysurus laevis laevis,-19.95835,118.5844,,2012-07-19,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8261,laevis,Aipysurus laevis laevis,-19.952417,118.602567,,2012-07-19,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8265,laevis,Aipysurus laevis laevis,-20.017583,118.62135,,2012-07-19,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8268,laevis,Aipysurus laevis laevis,-19.9776,118.651383,,2012-07-19,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8268,laevis,Aipysurus laevis laevis,-19.9776,118.651383,,2012-07-19,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8269,laevis,Aipysurus laevis laevis,-19.951833,118.645333,,2012-07-19,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8276,laevis,Aipysurus laevis laevis,-19.93655,118.649333,,2012-07-19,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8289,laevis,Aipysurus laevis laevis,-20.153817,118.302033,,2012-07-20,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8291,laevis,Aipysurus laevis laevis,-20.230017,118.304433,,2012-07-20,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8291,laevis,Aipysurus laevis laevis,-20.230017,118.304433,,2012-07-20,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8291,laevis,Aipysurus laevis laevis,-20.230017,118.304433,,2012-07-20,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8295,laevis,Aipysurus laevis laevis,-20.249567,118.24425,,2012-07-20,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8306,laevis,Aipysurus laevis laevis,-20.269717,118.350967,,2012-07-20,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8330,laevis,Aipysurus laevis laevis,-20.159567,118.549283,,2012-07-21,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8336,laevis,Aipysurus laevis laevis,-12.074655,127.431648,,2012-09-18,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8396,laevis,Aipysurus laevis laevis,-19.758717,115.612933,,2013-11-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8401,laevis,Aipysurus laevis laevis,-19.807317,115.63575,,2013-11-06,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8419,laevis,Aipysurus laevis laevis,-19.76045,115.6081,,2013-11-08,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8447,laevis,Aipysurus laevis laevis,-19.573433,116.833583,,2013-11-11,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8450,laevis,Aipysurus laevis laevis,-19.584717,116.811517,,2013-11-11,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8451,laevis,Aipysurus laevis laevis,-19.577267,116.806983,,2013-11-11,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8464,laevis,Aipysurus laevis laevis,-19.511567,116.781683,,2013-11-13,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8496,laevis,Aipysurus laevis laevis,-19.541067,116.8188,,2013-11-15,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8496,laevis,Aipysurus laevis laevis,-19.541067,116.8188,,2013-11-15,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8506,laevis,Aipysurus laevis laevis,-19.610733,116.832717,,2013-11-15,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8519,laevis,Aipysurus laevis laevis,-19.504317,116.762883,,2013-11-17,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8520,laevis,Aipysurus laevis laevis,-19.499067,116.752717,,2013-11-17,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8529,laevis,Aipysurus laevis laevis,-19.557933,116.822667,,2013-11-17,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8628,laevis,Aipysurus laevis laevis,-10.286914,128.746251,,2014-05-09,,
WAbruvs,Australian Institute of Marine Science,Baited Remote Underwater Video Stations,8631,laevis,Aipysurus laevis laevis,-10.280299,128.755891,,2014-05-09,,
