group,Source,Record.Type,ID,species,spp,Latitude,Longitude,Collector,Date collected,Sex,Data.Resource.Name
ALA,Atlas of Living Australia,Museum Record,R.42033,laevis,Aipysurus laevis laevis,-22.166,152.033,"Heatwole, H",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,101827,laevis,Aipysurus laevis laevis,-21.9,153.54,SRG,2013-06-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,101828,laevis,Aipysurus laevis laevis,-21.9,153.54,SRG,2013-06-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,R.42032,laevis,Aipysurus laevis laevis,-22.166,152.033,"Heatwole, H",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,101993,laevis,Aipysurus laevis laevis,-19.25,152.35,GJE,2016-06-08,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,102108,laevis,Aipysurus laevis laevis,-21.26,155.75,GJE,2013-06-04,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,103833,laevis,Aipysurus laevis laevis,-19.23,152.33,GJE,2016-06-08,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,D42090,laevis,Aipysurus laevis laevis,-21.5,152,Janette E. Watson,1974-10-13,,Museums Victoria provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R03274,laevis,Aipysurus laevis laevis,-11.267,132.15,,1972-10-17,,Northern Territory Museum and Art Gallery provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,104347,laevis,Aipysurus laevis laevis,-21.9,153.54,GER,2013-06-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,104896,laevis,Aipysurus laevis laevis,-21.25,155.76,SRG,2013-06-04,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,R03275,laevis,Aipysurus laevis laevis,-11.267,132.15,,1972-10-17,,Northern Territory Museum and Art Gallery provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,106522,laevis,Aipysurus laevis laevis,-21.9,153.54,GJE,2013-06-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,R16850,laevis,Aipysurus laevis laevis,-15,137,,1988-10-09,,Northern Territory Museum and Art Gallery provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,106848,laevis,Aipysurus laevis laevis,-21.92,153.59,GER,2013-06-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,107110,laevis,Aipysurus laevis laevis,-21.25,155.76,GJE,2013-06-04,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,R37027,laevis,Aipysurus laevis laevis,-15.416667,137.783333,,2009-10-02,,Northern Territory Museum and Art Gallery provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,107111,laevis,Aipysurus laevis laevis,-21.25,155.76,GJE,2013-06-04,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,R37116,laevis,Aipysurus laevis laevis,-15.666667,137.833333,,2009-10-07,,Northern Territory Museum and Art Gallery provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,107527,laevis,Aipysurus laevis laevis,-21,154.39,SRG,2013-06-06,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,J81355,laevis,Aipysurus laevis laevis,-14.7,136.913333,,2001-10-29,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,107816,laevis,Aipysurus laevis laevis,-20.99,154.35,GJE,2013-06-07,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,J81645,laevis,Aipysurus laevis laevis,-14.696667,136.915,,2001-10-30,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,107887,laevis,Aipysurus laevis laevis,-20.99,154.35,SRG,2013-06-07,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,J81813,laevis,Aipysurus laevis laevis,-15.537778,137.596389,,2001-10-01,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,367494,laevis,Aipysurus laevis laevis,-19.3,147.63,GJE,2013-06-27,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,J82051,laevis,Aipysurus laevis laevis,-14.361667,136.055,,1998-10-15,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J82485,laevis,Aipysurus laevis laevis,-14.818333,136.725,,2001-10-23,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,90841,laevis,Aipysurus laevis laevis,-18.99,152.35,JPS,2016-06-09,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,J82561,laevis,Aipysurus laevis laevis,-14.811667,136.786667,,2001-10-21,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,212858,laevis,Aipysurus laevis laevis,-15.6498,137.8848,,2001-09-01,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,212862,laevis,Aipysurus laevis laevis,-15.5353,137.6668,,2001-09-30,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,92818,laevis,Aipysurus laevis laevis,-19.24,152.36,JPS,2016-06-08,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,94397,laevis,Aipysurus laevis laevis,-19.23,152.33,JPS,2016-06-08,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,J82733,laevis,Aipysurus laevis laevis,-14.668333,136.71,,2001-10-27,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,96172,laevis,Aipysurus laevis laevis,-19.28,152.22,GJE,2016-06-07,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,99666,laevis,Aipysurus laevis laevis,-21.9,153.59,GER,2013-06-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,99709,laevis,Aipysurus laevis laevis,-21.9,153.59,SRG,2013-06-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,212863,laevis,Aipysurus laevis laevis,-15.5334,137.666,,2001-09-23,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,212864,laevis,Aipysurus laevis laevis,-15.5333,137.6167,,2001-09-26,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,212866,laevis,Aipysurus laevis laevis,-15.53,137.6985,,2001-09-29,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,212867,laevis,Aipysurus laevis laevis,-15.53,137.6988,,2001-09-29,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,212872,laevis,Aipysurus laevis laevis,-15.4883,137.745,,2001-09-21,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,212875,laevis,Aipysurus laevis laevis,-15.465,137.2917,,2001-09-30,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,212876,laevis,Aipysurus laevis laevis,-15.4267,137.6683,,2001-09-26,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,J83811,laevis,Aipysurus laevis laevis,-14.421667,136.001667,,1997-10-13,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,212877,laevis,Aipysurus laevis laevis,-15.3667,137.7,,2001-09-03,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,J84421,laevis,Aipysurus laevis laevis,-14.69,136.918333,,2001-10-17,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,212879,laevis,Aipysurus laevis laevis,-15.275,137.5333,,2001-09-28,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,J86255,laevis,Aipysurus laevis laevis,-15.47,137.291667,,2001-10-03,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,212878,laevis,Aipysurus laevis laevis,-15.2867,137.47,,2001-09-10,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,212880,laevis,Aipysurus laevis laevis,-15.1667,137.55,,2001-09-04,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,J80891,laevis,Aipysurus laevis laevis,-15.483333,137.283333,,2001-10-04,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,212881,laevis,Aipysurus laevis laevis,-15.1333,137.35,,1996-09-12,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,212865,laevis,Aipysurus laevis laevis,-15.5323,137.6717,,2001-09-28,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,J80913,laevis,Aipysurus laevis laevis,-14.45,136.355,,1998-10-12,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,212899,laevis,Aipysurus laevis laevis,-13.984,136.9913,,2001-09-15,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,213110,laevis,Aipysurus laevis laevis,-12.9667,136.8,,1996-09-21,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,J81134,laevis,Aipysurus laevis laevis,-15.501667,137.688333,,2001-10-21,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,213113,laevis,Aipysurus laevis laevis,-12.74856523,136.7511611,,1984-09-21,,Fauna Atlas N.T.
ALA,Atlas of Living Australia,Museum Record,J81232,laevis,Aipysurus laevis laevis,-14.673333,136.715,,2001-10-19,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R01805,laevis,Aipysurus laevis laevis,-11.25,132.15,,1973-09-01,,Northern Territory Museum and Art Gallery provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J81240,laevis,Aipysurus laevis laevis,-14.818333,136.725,,2001-10-23,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R37885,laevis,Aipysurus laevis laevis,-21.633333,115.116667,ANATOMY DEPT. U.W.A.,1970-10-20,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R37025,laevis,Aipysurus laevis laevis,-15.65,137.983333,,2009-09-26,,Northern Territory Museum and Art Gallery provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J81373,laevis,Aipysurus laevis laevis,-15.366667,137.7,,2001-09-03,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R73671,laevis,Aipysurus laevis laevis,-19.5,116.7,"CLIFF,M.",1979-10-23,Female,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J81779,laevis,Aipysurus laevis laevis,-15.811389,138.358056,,2001-09-09,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J82249,laevis,Aipysurus laevis laevis,-15.286667,137.47,,2001-09-09,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R84472,laevis,Aipysurus laevis laevis,-18.05,121.233333,"SHARPE,K.",1983-10-04,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,,laevis,Aipysurus laevis laevis,-24.84695435,152.478775,Alexandre Roux,,,Individual Sightings
ALA,Atlas of Living Australia,Museum Record,J82815,laevis,Aipysurus laevis laevis,-15.465,137.291667,,2001-09-30,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.15089,laevis,Aipysurus laevis laevis,-23.45,151.916,"Cogger, H",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.180431.001,laevis,Aipysurus laevis laevis,-12.15,123,"Lukoschek, V.",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J82880,laevis,Aipysurus laevis laevis,-13.983889,136.991389,,2001-09-15,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J83061,laevis,Aipysurus laevis laevis,-15.649722,137.884722,,2001-09-01,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J84106,laevis,Aipysurus laevis laevis,-15.533333,137.666111,,2001-09-23,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J85998,laevis,Aipysurus laevis laevis,-15.811389,138.358056,,2001-09-09,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J79517,laevis,Aipysurus laevis laevis,-15.55,137.633333,,2001-09-18,,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J79629,laevis,Aipysurus laevis laevis,-15.533333,137.6,,2001-09-20,,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.19137,laevis,Aipysurus laevis laevis,-21.966,152.466,"Cogger, H. G.",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.41525,laevis,Aipysurus laevis laevis,-12,123.383,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.41530,laevis,Aipysurus laevis laevis,-12,123.383,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.50761,laevis,Aipysurus laevis laevis,-17.383,146.416,"Worrell, E",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,559655-39125007,laevis,Aipysurus laevis laevis,-14.43167,135.991665,,1997-10-13,,"CSIRO, Cruises, Vertebrate and Invertebrate Fishery Bycatch, North Australia, 1997 - Version 6.0"
ALA,Atlas of Living Australia,Museum Record,J79627,laevis,Aipysurus laevis laevis,-15.533333,137.6,,2001-09-18,,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,662239-39125007,laevis,Aipysurus laevis laevis,-14.3475,136.05585,,1998-10-10,,"CSIRO, Cruises, Vertebrate and Invertebrate Fishery Bycatch, North Australia, 1997 - Version 6.0"
ALA,Atlas of Living Australia,Museum Record,J80223,laevis,Aipysurus laevis laevis,-15.275,137.533333,,2001-09-28,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J80496,laevis,Aipysurus laevis laevis,-15.116667,137.35,,1996-09-12,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.51651,laevis,Aipysurus laevis laevis,-17.383,146.416,"Worrell, E.",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.6804,laevis,Aipysurus laevis laevis,-19.216,146.916,"Taylor, F",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,662262-39125007,laevis,Aipysurus laevis laevis,-14.445,136.37,,1998-10-11,,"CSIRO, Cruises, Vertebrate and Invertebrate Fishery Bycatch, North Australia, 1997 - Version 6.0"
ALA,Atlas of Living Australia,Museum Record,662293-39125007,laevis,Aipysurus laevis laevis,-14.485,136.36,,1998-10-12,,"CSIRO, Cruises, Vertebrate and Invertebrate Fishery Bycatch, North Australia, 1997 - Version 6.0"
ALA,Atlas of Living Australia,Museum Record,R.119454,laevis,Aipysurus laevis laevis,-22.166,152.033,"Pollit, C",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,286704,laevis,Aipysurus laevis laevis,-20.99,115.48,GJE,2013-10-28,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,R.130617,laevis,Aipysurus laevis laevis,-22.166,152.033,"Pollitt, C",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J80804,laevis,Aipysurus laevis laevis,-12.966667,136.8,,1996-09-21,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,276113,laevis,Aipysurus laevis laevis,-20.12,118.47,GJE,2013-10-13,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,J80916,laevis,Aipysurus laevis laevis,-15.533333,137.616667,,2001-09-27,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.21450,laevis,Aipysurus laevis laevis,-22.083,152.5,"Cropp, B",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J80915,laevis,Aipysurus laevis laevis,-15.53,137.698889,,2001-09-29,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.21451,laevis,Aipysurus laevis laevis,-22.083,152.5,"Cropp, B",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J80924,laevis,Aipysurus laevis laevis,-15.53,137.698889,,2001-09-29,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.21453,laevis,Aipysurus laevis laevis,-22.083,152.5,"Cropp, B",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J81090,laevis,Aipysurus laevis laevis,-15.166667,137.55,,2001-09-04,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.21454,laevis,Aipysurus laevis laevis,-22.083,152.5,"Cropp, B",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J81096,laevis,Aipysurus laevis laevis,-15.53,137.698611,,2001-09-29,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.21455,laevis,Aipysurus laevis laevis,-22.083,152.5,"Cropp, B",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J81095,laevis,Aipysurus laevis laevis,-15.532222,137.671667,,2001-09-29,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.33247,laevis,Aipysurus laevis laevis,-11,132.25,"Lindner, D",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.33272,laevis,Aipysurus laevis laevis,-11,132.25,"Lindner, D",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.33276,laevis,Aipysurus laevis laevis,-11,132.25,"Lindner, D",,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.33353,laevis,Aipysurus laevis laevis,-12.25,123,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J81137,laevis,Aipysurus laevis laevis,-15.535278,137.666667,,2001-09-30,Male,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.33354,laevis,Aipysurus laevis laevis,-12.25,123,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.33355,laevis,Aipysurus laevis laevis,-12.25,123,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.42698,laevis,Aipysurus laevis laevis,-12.2,123.083,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J81138,laevis,Aipysurus laevis laevis,-15.535278,137.666667,,2001-09-30,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.42699,laevis,Aipysurus laevis laevis,-17.083,146.183,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.42703,laevis,Aipysurus laevis laevis,-12.2,123.083,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,J87133,laevis,Aipysurus laevis laevis,-12.966667,136.8,,1996-09-21,Female,Queensland Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.42709,laevis,Aipysurus laevis laevis,-12.2,123.083,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44429,laevis,Aipysurus laevis laevis,-12,123.383,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44439,laevis,Aipysurus laevis laevis,-12.2,123.083,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44442,laevis,Aipysurus laevis laevis,-17.083,146.183,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44452,laevis,Aipysurus laevis laevis,-12.2,123.083,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44455,laevis,Aipysurus laevis laevis,-12,123.383,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R129808,laevis,Aipysurus laevis laevis,-12.533333,123.55,"BERRY,P.F. ET AL.",1986-09-20,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R129810,laevis,Aipysurus laevis laevis,-12.533333,123.55,"BERRY,P.F. ET AL.",1986-09-20,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R129809,laevis,Aipysurus laevis laevis,-12.533333,123.55,"BERRY,P.F. ET AL.",1986-09-20,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R64992,laevis,Aipysurus laevis laevis,-20.266667,115.45,"GRIFFIN,D.H.",1979-09-01,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44460,laevis,Aipysurus laevis laevis,-12.2,123.083,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R64993,laevis,Aipysurus laevis laevis,-20.266667,115.45,"GRIFFIN,D.H.",1979-09-01,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R73648,laevis,Aipysurus laevis laevis,-20,116.666667,"CLIFF,M.",1979-09-29,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R73649,laevis,Aipysurus laevis laevis,-20,116.666667,"CLIFF,M.",1979-09-29,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R73650,laevis,Aipysurus laevis laevis,-20,116.666667,"CLIFF,M.",1979-09-29,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44501,laevis,Aipysurus laevis laevis,-22.166,152.033,,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44539,laevis,Aipysurus laevis laevis,-21.866,153.666,Heatwole,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R73672,laevis,Aipysurus laevis laevis,-17.983333,121.183333,"CLIFF,M.",1979-09-30,Male,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R93500,laevis,Aipysurus laevis laevis,-14.083333,121.833333,"BERRY,P.F. ET AL.",1984-09-12,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R93501,laevis,Aipysurus laevis laevis,-14.083333,121.833333,"BERRY,P.F. ET AL.",1984-09-12,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44549,laevis,Aipysurus laevis laevis,-22.166,152.033,Heatwole,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44550,laevis,Aipysurus laevis laevis,-22.166,152.033,Heatwole,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44571,laevis,Aipysurus laevis laevis,-12.25,123.083,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R93502,laevis,Aipysurus laevis laevis,-14.083333,121.833333,"BERRY,P.F. ET AL.",1984-09-11,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44568,laevis,Aipysurus laevis laevis,-14.083,121.833,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R93504,laevis,Aipysurus laevis laevis,-14.083333,121.833333,"BERRY,P.F. ET AL.",1984-09-14,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R93524,laevis,Aipysurus laevis laevis,-17.966667,122.166667,"BERRY,P.F. ET AL.",1984-09-05,,Western Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,101901,laevis,Aipysurus laevis laevis,-19.25,152.35,TPC,2012-09-11,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,101902,laevis,Aipysurus laevis laevis,-19.25,152.35,TPC,2012-09-11,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,R.44587,laevis,Aipysurus laevis laevis,-12.2,123.083,Alpha Helix Expedition,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,283303,laevis,Aipysurus laevis laevis,-14.07,121.95,RSS,2013-09-09,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,283403,laevis,Aipysurus laevis laevis,-14.07,121.95,AJG,2013-09-09,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,R.44595,laevis,Aipysurus laevis laevis,-12.2,123.083,,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,285720,laevis,Aipysurus laevis laevis,-14.06,121.97,RSS,2013-09-09,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,R.44596,laevis,Aipysurus laevis laevis,-12.2,123.083,,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,288007,laevis,Aipysurus laevis laevis,-14.07,121.79,RSS,2013-09-10,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,288008,laevis,Aipysurus laevis laevis,-14.07,121.79,RSS,2013-09-10,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,R.44606,laevis,Aipysurus laevis laevis,-14.083,121.833,,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,288460,laevis,Aipysurus laevis laevis,-11.98,123.38,RSS,2013-09-01,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,288531,laevis,Aipysurus laevis laevis,-11.98,123.38,RSS,2013-09-01,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,290307,laevis,Aipysurus laevis laevis,-14.08,121.74,RSS,2013-09-11,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,274478,laevis,Aipysurus laevis laevis,-11.98,123.33,RSS,2013-09-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,274603,laevis,Aipysurus laevis laevis,-11.98,123.33,SRG,2013-09-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,R.44612,laevis,Aipysurus laevis laevis,-14.083,121.833,,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,R.44620,laevis,Aipysurus laevis laevis,-12.2,123.083,,,,Australian Museum provider for OZCAM
ALA,Atlas of Living Australia,Museum Record,278097,laevis,Aipysurus laevis laevis,-11.97,123.32,AJG,2013-09-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,278164,laevis,Aipysurus laevis laevis,-11.97,123.32,SRG,2013-09-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,278165,laevis,Aipysurus laevis laevis,-11.97,123.32,SRG,2013-09-02,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,282963,laevis,Aipysurus laevis laevis,-14.07,121.96,RSS,2013-09-07,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,283223,laevis,Aipysurus laevis laevis,-14.06,121.97,AJG,2013-09-09,,Reef Life Survey: Global reef fish dataset
ALA,Atlas of Living Australia,Museum Record,292650,laevis,Aipysurus laevis laevis,-11.97,123.38,AJG,2013-09-01,,Reef Life Survey: Global reef fish dataset
